Review,cleaned_review
"I have always loved Southwest. I feel like one of those 'loyal to the brand' types of people. They are SO accommodating to families after we had our newborn on 3 flights. If I can fly Southwest, I WILL!",always loved southwest feel like one loyal brand types people accommodating families newborn flights fly southwest
I can only comment on my situation as we've yet to fly with Southwest.We had a flight booked and early into our US trip received a call from our home that my wife's mother was gravely Ill. We were on a plane 10 hours later going back home.I cancelled Southwest domestic flight same day and later emailed them asking for a refund. I explained in detail the circumstances we were in.They went the extra mile for us and refunded our flight even though they were under no obligation to do so.That small amount was critical at that time as we incurred substantial costs due to cancellation fees and re-booking costs.In light of what happened I can easily give them a 5 star rating.,comment situation weve yet fly southwestwe flight booked early us trip received call home wifes mother gravely ill plane hours later going back homei cancelled southwest domestic flight day later emailed asking refund explained detail circumstances inthey went extra mile us refunded flight even though obligation sothat small amount critical time incurred substantial costs due cancellation fees rebooking costsin light happened easily give star rating
Their Call Center needs more staffing. Their wait on hold said that we are important to them but the wait to get to a live agent was going to be one to two hours. Contradiction much?,call center needs staffing wait hold said important wait get live agent going one two hours contradiction much
"Poor service. My original flight was to depart at 10:30 PM. I got to the airport a little after 8 PM. Flight 5488 to Atlanta has been delayed more than 5 times with completely unacceptable reasoning in my opinion. I am still sitting in Austin airport while Southwest send updates of delays. You’re updates aren’t helping me, I have back to back meetings starting at 8 AM and currently if this flight doesn’t get pushed back for the 6th time I will currently reach Atlanta at 6:14 AM, not my office where my meetings are held, ATL airport. This is ridiculous. I’ve spoke to many people with no help. This will be my last time flying with southwest, I never had this issue with American Airlines.",poor service original flight depart pm got airport little pm flight atlanta delayed times completely unacceptable reasoning opinion still sitting austin airport southwest send updates delays youre updates arent helping back back meetings starting currently flight doesnt get pushed back th time currently reach atlanta office meetings held atl airport ridiculous ive spoke many people help last time flying southwest never issue american airlines
Why do I pay to upgrade my seating position so I can enter and exit the flight sooner only to have people from the back shove their way to the front when it’s time to disembark. I’ve flown on a Mexican Airline Volaris where the Captain announces that there is an order to exiting a plane and it’s done by rows!!! He makes everyone remain seated until their turn. People have zero consideration anymore and are treating planes like greyhound buses. There is no flight etiquette. Passengers need to be told!!! Southwest just allows rude passengers to charge from the back to front. It’s so annoying!,pay upgrade seating position enter exit flight sooner people back shove way front time disembark ive flown mexican airline volaris captain announces order exiting plane done rows makes everyone remain seated turn people zero consideration anymore treating planes like greyhound buses flight etiquette passengers need told southwest allows rude passengers charge back front annoying
"Attention Southwest passengers, please take a moment to read this important message to ensure you don't miss your flight. Allow me to share my recent experience that left me deeply disappointed. My boarding pass clearly stated that I needed to be on the plane by 3:20 PM, as the scheduled departure time was 3:32 PM. However, due to the disorganized nature of the TSA, it took an astonishing 45 minutes for me to place my personal belongings on the tray for scanning.To compound the situation, the TSA officials encountered difficulties while scanning my daughter's belongings. As I anxiously watched the clock, it took them an additional 20 minutes to complete the task. Finally, I arrived at the gate at 3:13 PM, a respectable 7 minutes before the designated boarding time mentioned on my boarding pass. To my dismay, however, the door had already been closed, and I, along with approximately 8 other passengers who had faced similar delays with TSA, were denied boarding.Consequently, I missed my flight to Ft Lauderdale and had to hastily book a flight to Orlando at 7 PM, which landed at 10:30 PM. On top of that, I had to endure a tiring 2.5-hour drive to WPB, knowing that I had work the next day. As a frequent traveler, missing a plane was a first for me, and it has left me with a strong resolve never to fly with Southwest again.What truly bewilders me is the stark contrast in treatment when delays occur. On numerous occasions, I have arrived on time only to experience flight delays for various reasons. As customers, we are expected to accept such inconveniences, but the differential treatment when delays happen to us is disheartening. Southwest has unequivocally lost my business.To add insult to injury, I had to personally retrieve my luggage from the Ft Lauderdale airport since I was not eligible for free delivery. This entire experience has further deepened my dissatisfaction.",attention southwest passengers please take moment read important message ensure dont miss flight allow share recent experience left deeply disappointed boarding pass clearly stated needed plane pm scheduled departure time pm however due disorganized nature tsa took astonishing minutes place personal belongings tray scanningto compound situation tsa officials encountered difficulties scanning daughters belongings anxiously watched clock took additional minutes complete task finally arrived gate pm respectable minutes designated boarding time mentioned boarding pass dismay however door already closed along approximately passengers faced similar delays tsa denied boardingconsequently missed flight ft lauderdale hastily book flight orlando pm landed pm top endure tiring hour drive wpb knowing work next day frequent traveler missing plane first left strong resolve never fly southwest againwhat truly bewilders stark contrast treatment delays occur numerous occasions arrived time experience flight delays various reasons customers expected accept inconveniences differential treatment delays happen us disheartening southwest unequivocally lost businessto add insult injury personally retrieve luggage ft lauderdale airport since eligible free delivery entire experience deepened dissatisfaction
THE BEST CUSTOMER SERVICE AND CUSTOMER CARE. CLEAN AND SANITIZE AIRCRAFT. EXCELLENCE CREW. THANK YOU SOUTHWEST AIRLINES TO BE IN MY TOWN BNA. 🫶❤️,best customer service customer care clean sanitize aircraft excellence crew thank southwest airlines town bna
"I think there are some things that they can upgrade, but TSA and security were amazing, and all of the employees were friendly. The thing that I think they can improve is  luggage care. When I was on a plane to KC I saw that the guys who were putting luggage into planes were NOT careful at all, plus this is how they broke my wheel on the suitcase, they tossed it, then the wheel snapped right off. 3/5 for this one.",think things upgrade tsa security amazing employees friendly thing think improve luggage care plane kc saw guys putting luggage planes careful plus broke wheel suitcase tossed wheel snapped right one
"I can’t fly to Chicago for two days due to a rescheduled flight!!!for the first time we got on a plane and everyone just dropped us off and said that you were leaving tomorrow! and the next day they promised a direct flight to Chicago, but again they outplayed everything and changed the flight 3-4 hours before departure! Now I need to fly with a transfer to Dallas! I also have my own business, job, family waiting for me at home! I paid money for this! Is this an airline or a taxi on call?! If you are saving your time, don't fly with this airline!!",cant fly chicago two days due rescheduled flightfor first time got plane everyone dropped us said leaving tomorrow next day promised direct flight chicago outplayed everything changed flight hours departure need fly transfer dallas also business job family waiting home paid money airline taxi call saving time dont fly airline
"I booked a group travel ticket for 10 people and when I made the reservation over the phone, I paid the required $500 deposit at the same time. After I made the payment, I received an email that the deposit  was non-refundable and I needed to make the final payment by May 2023.  I went in today (5/18/2023) to make the final payment and was told that my reservation was cancelled because I did not make the payment by May 5 and that my deposit was forfeited.  This is a scam - DO NOT make your deposit payment at the same time you make your reservation.  Be sure to obtain the contract before forking out any money and read the very, very fine print carefully and several times.  Better yet, fly a different airline!!",booked group travel ticket people made reservation phone paid required deposit time made payment received email deposit nonrefundable needed make final payment may went today make final payment told reservation cancelled make payment may deposit forfeited scam make deposit payment time make reservation sure obtain contract forking money read fine print carefully several times better yet fly different airline
"I know there are some poor reviews on American local carrier Southwest. But I flow from San Jose to Las Vegas and back on Southwest in the last two weeks, and they were brilliant.The staff are caring and helpful, and they actually socially engage with their passengers. Plus they give you a free drink and snacks on the plane, for a one hour flight  I thought that was fantastic. I'm not even going to say airlines that service UK like Ryanair can learn from them, because I don't think Ryanair wants to learn anything from anyone!.So, southwest thanks for taking us to Vegas and back on your planes, we will definitely fly with you again in future.",know poor reviews american local carrier southwest flow san jose las vegas back southwest last two weeks brilliantthe staff caring helpful actually socially engage passengers plus give free drink snacks plane one hour flight thought fantastic im even going say airlines service uk like ryanair learn dont think ryanair wants learn anything anyoneso southwest thanks taking us vegas back planes definitely fly future
"On Sunday, May 14 (Mother's Day) I was researching info for my 2 80+ yearly friends that were flying to Long Beach on Thursday, May 17.  They both had request wheelchairs both directions, but I was trying to find the protocol when they arrived at Long Beach, CA as it doesn't have a pull-up ramp but deplane using stairs.  My male friend will not be able to do that as his legs not strong enough.  KEYSHA, Houston reservationist, did not know , but made several telephone calls  while I was on hold to get the proper information.  Her willingness to go beyond answering the phone; her constant checking to see if I was still on HOLD; and her desire to make sure I received the proper information was so much appreciated.  It is so frustrating not to be able to find the right number to call for my answer, but was relieved to find a person willing to go beyond  Thank you KEYSHA for you help.  FYI, my husband and I have been lucky that all our SW flights have been great and the men at the outside curb-service have been more than wonderful  I recently flew from Cambodia to San Francisco (4/15) and I believe Arthur at curb-service was incredible for me and my 2 friends.  I needed a wheelchair and he ran inside to get one  so I didnt have to stand there.  The 3 of us were so exhausted due to our long flight. Then, I had a wonderful wheelchair assistant to take me the rest of the way.  I have  nothing but positive comments to make about Southwest",sunday may mothers day researching info yearly friends flying long beach thursday may request wheelchairs directions trying find protocol arrived long beach ca doesnt pullup ramp deplane using stairs male friend able legs strong enough keysha houston reservationist know made several telephone calls hold get proper information willingness go beyond answering phone constant checking see still hold desire make sure received proper information much appreciated frustrating able find right number call answer relieved find person willing go beyond thank keysha help fyi husband lucky sw flights great men outside curbservice wonderful recently flew cambodia san francisco believe arthur curbservice incredible friends needed wheelchair ran inside get one didnt stand us exhausted due long flight wonderful wheelchair assistant take rest way nothing positive comments make southwest
"I was leery about flying SWA after all the cancellations these past holidays. But I decided to give them a chance and my flight to Tampa was totally fine. Even though it was an evening flight, it was only delayed 20 min due to waiting for the plane to arrive. Smooth flight, good staff on board. No issues!",leery flying swa cancellations past holidays decided give chance flight tampa totally fine even though evening flight delayed min due waiting plane arrive smooth flight good staff board issues
"Hello readers.This message regarding Southwest Airlines ticket counter extension. I miss my first flight to visit Nashville Tn. So I was put on standby, ones I learned that I was to put on the next. I had to go get my new ticket from the customer service. That’s where I’ll meet Mr. David who was not friendly or nice at all. Mr. David had to re-inform dad how lucky I was that I was not supposed to be on this flight either but someone showed up late as well. My reply was oh I’m so sorry to hear that. Thank you so much for helping me he reply he just make sure you get on this  flight. I’ll reply back to let Mr. David know that I will be sitting here and will not miss this flight. His response was a model silence. For customer service to do their job with a smile on their face when people like myself pay good money to fly with Southwest and get a Southwest experience when we fly south with respect to the customer service skills. Thank you once again, Mr. David.",hello readersthis message regarding southwest airlines ticket counter extension miss first flight visit nashville tn put standby ones learned put next go get new ticket customer service thats ill meet mr david friendly nice mr david reinform dad lucky supposed flight either someone showed late well reply oh im sorry hear thank much helping reply make sure get flight ill reply back let mr david know sitting miss flight response model silence customer service job smile face people like pay good money fly southwest get southwest experience fly south respect customer service skills thank mr david
"Great Job by Ms. Lisa (Lisa51 from Chicago Call center)Lisa from Chicago 51 is the most helpful since i called three times if you look at the log i called from the 1 407 310 7933 to check in - but before that i was not able to logon at the portal i wanted to set upShe was so keen, eager to help as well as resolve.She has the patienceTenacityKnowledgeHighly helpfuloutstanding customer serviceShe is assetthis happened on March 4/27/2023- Thursdayandthe flight crew from Baltimore to Orlando-MCO on 4/28/2023 like people like Stephanie and the crew make a differenceon 5/2/2023 from Nashville, TN to CHS, SC -awesome person at the end- i think it was courtney or i will check out",great job ms lisa lisa chicago call centerlisa chicago helpful since called three times look log called check able logon portal wanted set upshe keen eager help well resolveshe patiencetenacityknowledgehighly helpfuloutstanding customer serviceshe assetthis happened march thursdayandthe flight crew baltimore orlandomco like people like stephanie crew make differenceon nashville tn chs sc awesome person end think courtney check
"So done with Southwest, booked a flight to Tampa 4/27/23, got a text flight delayed 25 min, ok no big deal, get to the airport, park the car, go through security, get on the tram and by the time I got off the tram another text saying flight was cancelled!!!! Seriously, lame excuse saying problem in Tampa with air traffic control, but funny no other airline cancelled going to Tampa! They rebooked me for 5:45 am next day, should I go next day and have that cancelled too? why and issue one day but resolved next morning? I already had to pay for parking and drive 45 minutes to home again! Now I have to fight for my money back because I used points from another flight I had to cancel due to covid! Of course no one could explain what the problem was in Tampa, typical southwest internal issues that were to be upgraded, but probably were not. I will NEVER  trust them again or fly Southwest, save your selves the aggravation people and use another airline!! Done! I want a check sent for my points! flight confirmation #3VDADL",done southwest booked flight tampa got text flight delayed min ok big deal get airport park car go security get tram time got tram another text saying flight cancelled seriously lame excuse saying problem tampa air traffic control funny airline cancelled going tampa rebooked next day go next day cancelled issue one day resolved next morning already pay parking drive minutes home fight money back used points another flight cancel due covid course one could explain problem tampa typical southwest internal issues upgraded probably never trust fly southwest save selves aggravation people use another airline done want check sent points flight confirmation vdadl
"I purchased $1,500 worth of gift cards from a third party for Southwest airlines to use for our honeymoon. When I went online to use the electronic gift cards for the trip we had been looking at, the codes generated by Southwest airlines were no good. You see on Southwest gift cards you need 19 digits they only generated 16 digits so my gift cards were of no use. When I was finally able to get my money back for the gift cards from the original vendor the prices had increased and the promotions had changed. Our original trip to Mexico was going to cost about $700 per person in the trip now is between 1,000 and 1,100. After 2 weeks of trying to reach someone at Southwest that could help me I was told that there is nothing that they can do to honor the price I was going to originally purchase them at. I told them that the error and mistake was on their part and they should be liable and be able to honor the original price we were looking at. They are refusing to help but have the audacity to tell me that I'm a valued customer and that they are more than willing to help me if I agree to play 7 to 800 dollars more for the same trip. With all of the problems Southwest airlines has had in the last 4 to 6 months you think they would try to do a little bit more to help the consumer. Go to Expedia or funjet tours or any other tour company to book your trip.",purchased worth gift cards third party southwest airlines use honeymoon went online use electronic gift cards trip looking codes generated southwest airlines good see southwest gift cards need digits generated digits gift cards use finally able get money back gift cards original vendor prices increased promotions changed original trip mexico going cost per person trip weeks trying reach someone southwest could help told nothing honor price going originally purchase told error mistake part liable able honor original price looking refusing help audacity tell im valued customer willing help agree play dollars trip problems southwest airlines last months think would try little bit help consumer go expedia funjet tours tour company book trip
Southwest can burn in HELL!! I don't see how they are still in business.,southwest burn hell dont see still business
"I will never use Southwest Vacations again unless it’s some sort of crazy “travel emergency.” They make it very difficult to change your flight. You can’t do it through SWA & there are change fees. Don’t be deceived.  I think they must be a second party travel agency. The reps are in an outside the US call center & don’t always speak good English. I had to pay for another ticket because I could not just go on the app & change my flight. My trip cost an additional $260!! So, it’s definitely not worth the “savings.” It’s so much better & easier to book through Costco Travel where they actually care about their customers!!",never use southwest vacations unless sort crazy travel emergency make difficult change flight cant swa change fees dont deceived think must second party travel agency reps outside us call center dont always speak good english pay another ticket could go app change flight trip cost additional definitely worth savings much better easier book costco travel actually care customers
"Flight delay 2 hours 40 minutes.  Was told by gate agent delay was due to having to wait on connecting passengers the prior flight, so it backed up.  Told to “wait” as they had zero flights via any connections available.  No one announced jack.  Went up to get status and was told no way to get back home for two DAYS.  This is a sunny day on the frickin’ West Coast!  I lost important medical appointment, major business meeting, etc.  The solution was ship me to another AIRPORT at my expense and a hotel at MY expense.  I complained over this and was told it was a “weather” issue and I would not get a voucher for anything!  I told them what the agent told me - a schedule delay on SW’s part…I was of course dismissed.  I am now stuck at a hotel at my expense, moved back to the original airport, two rebooking, and an 8 hour layover tomorrow (hopefully) just to get a total of a three-hour flight back.  There was a lot more.  I will never fly Southwest again, and I plan on filing a formal complaint.",flight delay hours minutes told gate agent delay due wait connecting passengers prior flight backed told wait zero flights via connections available one announced jack went get status told way get back home two days sunny day frickin west coast lost important medical appointment major business meeting etc solution ship another airport expense hotel expense complained told weather issue would get voucher anything told agent told schedule delay sws parti course dismissed stuck hotel expense moved back original airport two rebooking hour layover tomorrow hopefully get total threehour flight back lot never fly southwest plan filing formal complaint
"We had an incident on the flight I was on with an unruly passenger. They handled it with professionalism care for the customers, and considering how awful it was they tried their best to make it better for us. The flight back was beautiful no incidents very good to us. I will only fly Southwest now you guys do a great job.",incident flight unruly passenger handled professionalism care customers considering awful tried best make better us flight back beautiful incidents good us fly southwest guys great job
"Rude staff, constant flight/ gate changes.  Terribly run company",rude staff constant flight gate changes terribly run company
"After last year's service debacle I was hesitant to fly Southwest again, but I'm glad we did as we were pleasantly surprised by the excellent service. Their Wanna Get Away rates were the best, as always. The check-in people and crew were very friendly and our four flights were all on time.  On our return, we were delayed an hour due to severe thunderstorms in our flight path. That was understandable, but we were late for our connection in Baltimore.  Southwest knew of our problem and held the plane for us and our luggage. We were very happy when our luggage was there when we arrived in Hartford.  But most impressive was the way both return pilots handled the planes as we passed through strong turbulence on both flights. It was rough, but the pilots came through beautifully.  Overall, the experience was very good and my confidence in Southwest is back!",last years service debacle hesitant fly southwest im glad pleasantly surprised excellent service wanna get away rates best always checkin people crew friendly four flights time return delayed hour due severe thunderstorms flight path understandable late connection baltimore southwest knew problem held plane us luggage happy luggage arrived hartford impressive way return pilots handled planes passed strong turbulence flights rough pilots came beautifully overall experience good confidence southwest back
"This company is awful. Flew to sf for a wedding. Our flight was delayed 4 hrs. No rain no snow, just delayed due to incompetence? Then on the flight back another delay of 2 hours. They didn't have enough overhead bin space for everyone and the ghetto flight attendance started grabbing bags and slamming them in trying to fit things. They broke a souvenir I got... what an awful company. Of all the airlines this had been the worst by far and hope they go under soon.",company awful flew sf wedding flight delayed hrs rain snow delayed due incompetence flight back another delay hours didnt enough overhead bin space everyone ghetto flight attendance started grabbing bags slamming trying fit things broke souvenir got awful company airlines worst far hope go soon
"The worst customer service I've ever had, from checking in to not getting a drink in time before landing. The flight attendant came and forced me to throw away my unfinished drink that had a lid.Don't fall for the ""free"" it's not worth the circus act. They allow 2 free bags checked in, but if you only have one bag and it's over their weight limit you are charged $75Not worth your time and money. Fly with another company that is up to date on customer service.Hire people that care if you want to keep your customers.",worst customer service ive ever checking getting drink time landing flight attendant came forced throw away unfinished drink liddont fall free worth circus act allow free bags checked one bag weight limit charged worth time money fly another company date customer servicehire people care want keep customers
"We were traveling to Florida. to take a cruise when our luggage was delayed on our Southwest flight and forwarded to Birminghm Alabama. as detailed in our report We were delayed so long trying to find our luggage and then completing a report (MCOWN45135309) that we missed our cruise. By the way this was a direct flight from Syracuse to Orlando, we never changed planes.Initially we thought we would have time to gather some belongings as suggested by the baggage manager at southwest and we attempted to do so. If anyone has tried to gather belongings in a strange town and with limited time to buy clothing for 7 days at sea they know this an impossible task, not to mention all our medications were stored in our checked baggage. While looking for some essential items the cruise ship contacted us letting us know they would be closing the doors in 15 minutes and sailing. This was much earlier than expected. We were still 1 hour away and could not make it to the terminal on time. After explaining this to the baggage manager he demanded the compensation check back and booked us on the next flight home. Southwest refuses to compensate us for anything other than 2 pieces of toilet paper callled $200 dollar vouchers. we are out over $5000. After numerous emails and phone calls, updating claims as suggested by the phone rep., Southwest continues to claim we cancelled our vacation! NO, we were forced to cancel due to missing our cruise ship due to thier incompetence. Southwest customer service is below a 1 star and does nothing to help, just puts the blame on the customer continuing to claim we cancelled our trip.... They also hide behind emails so they do not have to deal directly with the customer.",traveling florida take cruise luggage delayed southwest flight forwarded birminghm alabama detailed report delayed long trying find luggage completing report mcown missed cruise way direct flight syracuse orlando never changed planesinitially thought would time gather belongings suggested baggage manager southwest attempted anyone tried gather belongings strange town limited time buy clothing days sea know impossible task mention medications stored checked baggage looking essential items cruise ship contacted us letting us know would closing doors minutes sailing much earlier expected still hour away could make terminal time explaining baggage manager demanded compensation check back booked us next flight home southwest refuses compensate us anything pieces toilet paper callled dollar vouchers numerous emails phone calls updating claims suggested phone rep southwest continues claim cancelled vacation forced cancel due missing cruise ship due thier incompetence southwest customer service star nothing help puts blame customer continuing claim cancelled trip also hide behind emails deal directly customer
Delays. Constant delays. Told we were leaving several times. Lined up repeatedly just to be informed of another delay.,delays constant delays told leaving several times lined repeatedly informed another delay
"The last 2 times we have flown Southwest our return flights have been cancelled, causing us to have to rebook on another airline costing us over 1k each time.  This last time we ever fly with the airline, they delayed our flight 3 times before finally cancelling not allowing enough time to rebook for the same day. They rebooked us 2 days after our original flight stranding us in Orlando, luckily we have friends in the area but cannot say additional days, they cancel leaving their passenger stranded for days needing to find new accommodations.  We gave them a second chance and regret it, they should be reimbursing passengers for stranding them.  All other flights went out just ours was cancelled this is not acceptable, we will be spending all our rewards on other things and shutting our rewards account and credit card down this week. Will NEVER Fly then again.",last times flown southwest return flights cancelled causing us rebook another airline costing us k time last time ever fly airline delayed flight times finally cancelling allowing enough time rebook day rebooked us days original flight stranding us orlando luckily friends area cannot say additional days cancel leaving passenger stranded days needing find new accommodations gave second chance regret reimbursing passengers stranding flights went cancelled acceptable spending rewards things shutting rewards account credit card week never fly
"I always fly Southwest but lately, i have to admit, I am not thrilled. One would think after the fiasco last December with cancelling a ton of fights, Southwest would up their games, not so. I always pay extra for Early Bird, but Early Bird so it seems does not really get you anything. It is a computerized random selection of how you end up in the line. That is like going to a restaurant, paying for a Steak but you may get hot dog and sausage. The sad part, Southwest at Hobby Airport and at their customer center were completely indifferent. I am not what happens to their leadership at the top, but the lack of it is filtering all the way down to their front line operation. It is not about the $50 but if i wanted to gamble, I would go to a casino, not southwest. I paid for something and I di did not get it; they refuse to refund it, even though I spoke with them before the flight.",always fly southwest lately admit thrilled one would think fiasco last december cancelling ton fights southwest would games always pay extra early bird early bird seems really get anything computerized random selection end line like going restaurant paying steak may get hot dog sausage sad part southwest hobby airport customer center completely indifferent happens leadership top lack filtering way front line operation wanted gamble would go casino southwest paid something di get refuse refund even though spoke flight
"We had to wait an hour for a few people an hour or more. As all the passengers sat around in a full to the brim and I mean FULL, the polite stood around talking and eating snacks. After 1:15 min of waiting in the seats to leave the gate the plane left.",wait hour people hour passengers sat around full brim mean full polite stood around talking eating snacks min waiting seats leave gate plane left
"I used to think very highly of Southwest. They always had great employees and the flights were on schedule. While they still have great employees, I have experienced several significant flight delays over the past six months. As recently as March 6, 2023 we had to deboard a plane for a maintenance issue. Today, March 8, 2023 oxygen masks have to be replenished causing delays. They are now as bad as American Airlines. This is my last flight with Southwest.",used think highly southwest always great employees flights schedule still great employees experienced several significant flight delays past six months recently march deboard plane maintenance issue today march oxygen masks replenished causing delays bad american airlines last flight southwest
My friend Steve was having a couple beers at the bar and they did not let him on his flight. I don’t understand why do they have bars at airports? It’s not like he’s gonna fly the plane what does it matter??,friend steve couple beers bar let flight dont understand bars airports like hes gonna fly plane matter
"I have been chasing a refund due from the flight disruption since 12/30/22 and keep getting non-answers from the customer service line. I have tried by phone and by email. Their internal processes are extremely lacking and they don't seem to want to take care of their customers like they used ot.Even though I have tons of points, credits and both myself and my husband are credit card holders for SW, they have lost my patronage after this lack of responsiveness. We'll be taking our business to United. I'd recommend you do the same.",chasing refund due flight disruption since keep getting nonanswers customer service line tried phone email internal processes extremely lacking dont seem want take care customers like used oteven though tons points credits husband credit card holders sw lost patronage lack responsiveness well taking business united id recommend
I paid for early bird check in and ended up having to check myself in. I ended up with the same boarding others that flew in the same group as I that didn't pay the extra fee. Customer service pretty much said there is nothing they can do. What is the point of charging an extra fee@Southwest?!,paid early bird check ended check ended boarding others flew group didnt pay extra fee customer service pretty much said nothing point charging extra feesouthwest
I like to choose my seat I have a problem that the people that choose to bring on large carry onshould seat where they want but wait to get off at the end.then others don't get hurt and we have to wait for our luggage at careacell so they can wait too. They are rude sometimes and don't care. Lock the above luggage holder until every one that doesn't have luggage over head gets off.it used to be small luggage now it's larger suit case. And take a long time to wait. Some of us can't use the rest rooms until we get off so that makes it hard too. Had one woman pushing you back so she can get her luggage that behind her where she sit while we are trying to get off being rude while she could had waited. Making a big sence in front of people pushing me back and putting others people in front of me just being mean. She told me to wait I told her I needed to get to the restroom so she just made it harder for me be cause she was just being mean.,like choose seat problem people choose bring large carry onshould seat want wait get endthen others dont get hurt wait luggage careacell wait rude sometimes dont care lock luggage holder every one doesnt luggage head gets offit used small luggage larger suit case take long time wait us cant use rest rooms get makes hard one woman pushing back get luggage behind sit trying get rude could waited making big sence front people pushing back putting others people front mean told wait told needed get restroom made harder cause mean
"Called customer service because I tried to upgrade to better seats, the feature didn’t work however it charged me twice without giving me better seats and when I got a rep on the line instead of helping she blamed me and told me to contact my bank for help! How’s that for service?",called customer service tried upgrade better seats feature didnt work however charged twice without giving better seats got rep line instead helping blamed told contact bank help hows service
"I was at the Clev boarding gates and the gentlemen said my purchased 2nd seat wasn’t printed properly and kept my boarding pass but he would bring it to me once corrected. Got on and the plane nothing to hold my 2nd seat & couldn’t get the attention of the flirty flighty stewardess at the front to advise. Once the plane was COMPLETELY full the guy from boarding gates came and loudly announced to the couple next to me that one of them had to move to another flight due to that seat already being purchased . After they questioned him since they were there and seating is fcfs - he LOUDLY announced Infront of entire plane “it’s because of her size it’s a safety issue”. The entire plane laughed and talked about me the entire flight saying I should have been made to get off. I cried the entire flight home of embarrassment since my weight is due to no thyroid (a MEDICAL CONDITION!) SW promised me a LUV voucher for my “inconvenience” which was routed to the wrong email (not one on my complaint) and then refused to deal with any further . I am advising PLEASE avoid SW if you are of size !! When I flew American in the past , they were much more understanding and private in their interactions about my second seat purchase. SW ruined my self esteem and created any future flying with a  traumatic experience worrying  the same will happen again. SW was very blatant and care less about discriminating against someone of size.",clev boarding gates gentlemen said purchased nd seat wasnt printed properly kept boarding pass would bring corrected got plane nothing hold nd seat couldnt get attention flirty flighty stewardess front advise plane completely full guy boarding gates came loudly announced couple next one move another flight due seat already purchased questioned since seating fcfs loudly announced infront entire plane size safety issue entire plane laughed talked entire flight saying made get cried entire flight home embarrassment since weight due thyroid medical condition sw promised luv voucher inconvenience routed wrong email one complaint refused deal advising please avoid sw size flew american past much understanding private interactions second seat purchase sw ruined self esteem created future flying traumatic experience worrying happen sw blatant care less discriminating someone size
"The flight attendants need to enforce the No saving of seats policy. I purchased early bird seating only to get on the plane and there were at least  20 rows where individuals were saving seats for passengers who were not on the plane yet. This encourages one person to get upgraded boarding, to put things on seats for several others. We had B9 and B10 and could only find two seats together in the second to last row. You do the math. c'mon flight attendants, get a backbone!",flight attendants need enforce saving seats policy purchased early bird seating get plane least rows individuals saving seats passengers plane yet encourages one person get upgraded boarding put things seats several others b b could find two seats together second last row math cmon flight attendants get backbone
Everything is bigger in Texas. Including the incompetents that now run Southwest Airlines. My wife was flying “business class” when she was left stranded at Dallas Love Field. They changed gates and left her behind. Then put her on standby for the next morning’s flight. No help whatsoever for finding her a hotel. What a joke.,everything bigger texas including incompetents run southwest airlines wife flying business class left stranded dallas love field changed gates left behind put standby next mornings flight help whatsoever finding hotel joke
