Review,cleaned_review,sentiment
"On 3/19/2024, I encountered an unexpected issue while attempting to check in for a Southwest flight at the airport. Despite having booked my flight a month in advance on 02/12/2024 for a family funeral trip scheduled from 03/19 to 3/25, I was informed by a Southwest agent that I needed a consent form from my sisters to travel with my minor niece and nephew. This requirement was unfamiliar to me, as I had previously traveled with the minors on Southwest Airlines without encountering this request.The interaction with the agent and their supervisor was disheartening, as they exhibited rudeness and disrespect towards me. Despite my explanations and requests, they did not show a willingness to review my travel history with the minors or consider the circumstances of my family's bereavement. Additionally, I was given conflicting information about the acceptance of a notarized letter from the minors' guardian, causing further confusion and inconvenience.I respectfully request a review of this incident, as it has caused distress during an already challenging time. I hope that this feedback can contribute to improvements in customer service and clarity of travel requirements for passengers, particularly in sensitive situations such as family emergencies.I had a difficult experience with Southwest Airlines, as I was unable to board the flight and encountered unhelpful customer service. Despite this, I received a refund. I then booked with American Airlines and had a positive experience. I will be choosing American Airlines for future travel.",encountered unexpected issue attempting check southwest flight airport despite booked flight month advance family funeral trip scheduled informed southwest agent needed consent form sisters travel minor niece nephew requirement unfamiliar previously traveled minors southwest airlines without encountering requestthe interaction agent supervisor disheartening exhibited rudeness disrespect towards despite explanations requests show willingness review travel history minors consider circumstances familys bereavement additionally given conflicting information acceptance notarized letter minors guardian causing confusion inconveniencei respectfully request review incident caused distress already challenging time hope feedback contribute improvements customer service clarity travel requirements passengers particularly sensitive situations family emergenciesi difficult experience southwest airlines unable board flight encountered unhelpful customer service despite received refund booked american airlines positive experience choosing american airlines future travel,positive
"TSA randomly selects people for a secondary screening at the gate, which is out of all airlines control. However, with most airlines assigned seating, this only affects the flight you are selected for the screening for and doesn’t affect your boarding. With Southwest’s check in and reservation system, getting selected for secondary screening means you are in for major issues. Southwest’s well rehearsed response by phone support, check in personnel and gate agents, for the multiple impacts, is that it is not our fault’. That you were selected by the TSA, not Southwest, so you get nothing from Southwest to help rectify the situation of getting a late C group number when you went to all the trouble to check in and your spouse on the same reservation gets A group.It is true that it is TSA for being selected for the extra secondary security screening for the first flight. However, all the issues on subsequent connecting fights are caused by Southwest's reservation system and boarding process. There is no reason not to get assigned your legitimate place in line on the rest of your connecting flights as the TSA screening has nothing to do with them. Even worse then not being able to board with the rest of your party on the reservation on subsequent flights, is losing your TSA Pre Check from paying for Global Entry on the rest of your connecting flights. On international flights you usually need to go through security again after clearing customs. On my recent trip back from Mexico, the rest of my party with TSA Pre Check cleared security in 5 minutes and then waited another 50 minutes for me to finally show up. This is very much Southwest's issue. Other airlines with different reservation systems have none of these issues.There are things that Southwest could have and should have done on my connecting flight. I clearly should have had an A group number as all other folks on the reservation with me did. All the numbers are gone since the Southwest system would not assign my connecting flight boarding position since it wouldn’t assign the 1st flight. However, Southwest lets ""special circumstance"" folks board after the A group, before the B group. When I asked the gate agent in Miami, Monica V., if there was anything I could do to board at least close to the rest of my party, she parroted the party line that is was TSA’s fault and that there was nothing she could do. When I mentioned boarding after the A’s, she got that hostile look like I was just another low life trouble maker trying to cheat my way onto the plane before my turn. She stated that was ONLY for disabled passengers and my issue was not a Southwest problem.An even better solution is for Southwest to still issue you your boarding position number for your connecting flights and not remove TSA PRE from your connecting flight boarding pass",tsa randomly selects people secondary screening gate airlines control however airlines assigned seating affects flight selected screening doesnt affect boarding southwests check reservation system getting selected secondary screening means major issues southwests well rehearsed response phone support check personnel gate agents multiple impacts fault selected tsa southwest get nothing southwest help rectify situation getting late c group number went trouble check spouse reservation gets groupit true tsa selected extra secondary security screening first flight however issues subsequent connecting fights caused southwests reservation system boarding process reason get assigned legitimate place line rest connecting flights tsa screening nothing even worse able board rest party reservation subsequent flights losing tsa pre check paying global entry rest connecting flights international flights usually need go security clearing customs recent trip back mexico rest party tsa pre check cleared security minutes waited another minutes finally show much southwests issue airlines different reservation systems none issuesthere things southwest could done connecting flight clearly group number folks reservation numbers gone since southwest system would assign connecting flight boarding position since wouldnt assign st flight however southwest lets special circumstance folks board group b group asked gate agent miami monica v anything could board least close rest party parroted party line tsas fault nothing could mentioned boarding got hostile look like another low life trouble maker trying cheat way onto plane turn stated disabled passengers issue southwest probleman even better solution southwest still issue boarding position number connecting flights remove tsa pre connecting flight boarding pass,negative
"We have used Southwest a number of times and we have been very pleased with the service. We just got back from Panama city Florida and the service at check in all the way to boarding was seamless. The Southwest flight attendants are great! Can't go wrong with 1st bag free also. Personally, we like the choose your own seating once on board verses the assigned seating on other airlines.",used southwest number times pleased service got back panama city florida service check way boarding seamless southwest flight attendants great cant go wrong st bag free also personally like choose seating board verses assigned seating airlines,positive
I like this airline. I’ve flown with them multiple times last year. I mistakenly flew with United last week. Their app isn’t work and they don’t include carryon in the ticket price. United airlines is such a scam and I missed the service and ease of southwest. Just wanted to say I appreciate an easy and smooth experience.,like airline ive flown multiple times last year mistakenly flew united last week app isnt work dont include carryon ticket price united airlines scam missed service ease southwest wanted say appreciate easy smooth experience,positive
"I need to cancel a flight due to Covid travel restrictions.  I was given a travel voucher but unable to re-book withing one year, again due to Covid travel restrictions.  Southwest refuses to honor my voucher.  They just took my money and will not work with me in way except to say sorry we are keeping your money.",need cancel flight due covid travel restrictions given travel voucher unable rebook withing one year due covid travel restrictions southwest refuses honor voucher took money work way except say sorry keeping money,negative
"Onboard SOUTHWEST AIRLINES flight from Phoenix to Ft Lauderdale, just as the door closed to leave, I was assaulted by the Flight Attendant. As I was saying goodbye to my husband on my phone, a male flight attendant leaned past two passengers to jab his fingers into my shoulder. I was sitting in the window seat and suddenly felt pain in my shoulder from this male flight attendant's assault. I recently had rotator cuff surgery, and I was shocked that a man just poked me there. I am a 63 year old woman, and I pre-boarded due to disabilities. When I looked at him he said ""turn off your cell phone now"". The preparation announcements were just being made when this assault took place. As I said, I was telling my husband goodbye . With doors flying off, DEI hiring of pilots, and all the horrors of flying, I ALWAYS tell my husband I love him just before I take off. I did nothing wrong, and certainly, NO FLIGHT ATTENDANT HAS THE RIGHT TO JAB HIS HAND INTO ANYONE'S SHOULDER. Well, I contacted Southwest Airlines and they essentially called me a liar. (It took a month for a response from SWA) I provided them with full details and also a photograph of this flight attendant. Their delayed response was that the feedback of the crew member was that he did not recall. They quoted their policy: ""Once the entry doors are closed in preparation for pushback, cellular voice and data functions must be turned off"". So instead of being appalled and sorry for this assault, they implied somehow I did not know about turning off cell phones. EVERYONE KNOWS THAT, yet NO ONE SHOULD BE physically assaulted by a flight attendant. SWA doesn't have the right to lay hands on a passenger. My complaint was completely blown off, and swept under the rug by SWA. They ended the correspondence by ""We hope you  will fly Southwest Airlines again and that your support and confidence is very important to us"". ARE YOU KIDDING ME? Why would I fly them again after they physically assaulted me? So after they assaulted a 63 year old woman with disabilities they took no responsibility, They we're very clear that somehow it was my fault that I was assaulted. Well, I am done flying SWA. There are better airlines that value their passengers and treat their passengers with respect.",onboard southwest airlines flight phoenix ft lauderdale door closed leave assaulted flight attendant saying goodbye husband phone male flight attendant leaned past two passengers jab fingers shoulder sitting window seat suddenly felt pain shoulder male flight attendants assault recently rotator cuff surgery shocked man poked year old woman preboarded due disabilities looked said turn cell phone preparation announcements made assault took place said telling husband goodbye doors flying dei hiring pilots horrors flying always tell husband love take nothing wrong certainly flight attendant right jab hand anyones shoulder well contacted southwest airlines essentially called liar took month response swa provided full details also photograph flight attendant delayed response feedback crew member recall quoted policy entry doors closed preparation pushback cellular voice data functions must turned instead appalled sorry assault implied somehow know turning cell phones everyone knows yet one physically assaulted flight attendant swa doesnt right lay hands passenger complaint completely blown swept rug swa ended correspondence hope fly southwest airlines support confidence important us kidding would fly physically assaulted assaulted year old woman disabilities took responsibility clear somehow fault assaulted well done flying swa better airlines value passengers treat passengers respect,positive
"The day before our scheduled flight I checked in through the app. I called my wife to ask if she had checked in, but she was having difficulty w/the app. I called customer service. Within a few minutes the customer service rep had fixed the problem & even had her booked in a better group. SWA customer service doesn't always get the credit & positive recognition they deserve.In addition, when we were checking in for our flight, there was a line for 75 plus people. The local SWA employee in St. Louis had a great attitude & was so positive in all her interactions with all those trying to check in. Again, I just want to give credit & recognition to the many who do a great job every day. Thank you.",day scheduled flight checked app called wife ask checked difficulty wthe app called customer service within minutes customer service rep fixed problem even booked better group swa customer service doesnt always get credit positive recognition deservein addition checking flight line plus people local swa employee st louis great attitude positive interactions trying check want give credit recognition many great job every day thank,positive
"I think many people only leave a review when they have something negative to say. I've flown on Southwest Airlines for 30 years without issues. I think they lost my bag once, but that happens with every airliner. The Southwest staff is SO MUCH friendlier than other airlines. Southwest's prices are often cheaper than others, too. I've had a few unfortunate situations with Southwest, but out of all other airliners, I've had the LEAST amount of issues with Southwest. Even when I call their main customer support line, the agents are understanding, courteous, and helpful. It's a reality that problems will occur in any business. I appreciate Southwest's importance on customer service. Definitely my favorite airline!",think many people leave review something negative say ive flown southwest airlines years without issues think lost bag happens every airliner southwest staff much friendlier airlines southwests prices often cheaper others ive unfortunate situations southwest airliners ive least amount issues southwest even call main customer support line agents understanding courteous helpful reality problems occur business appreciate southwests importance customer service definitely favorite airline,positive
"Our flight was canceled due to weather from Denver >Milwaukee. I made a mistake on how I booked our flight out. Which was over $740.00, but I was told to just call customer service & I’d get my money back. The next day when I called the I-FLY-SWA #  I told the representative the situation (3) timesShe replied all 3 times “we don’t refund for flights already taken” So thinking she was just having a rough day I hung up. I immediately called again and got a rep. 1. That listened to my situation, 2.put me on hold to ask what to do.  &  3. When she came back on, she said she understands the issue,& opened a claim report and SW would research the situation.YEAH, within 4 days I received a call that I would receive a full refund. And 2 weeks later I received all my money for the flight I booked unwittingly. KUDOS to Southwest for understanding and refunding my money. I know I didn’t follow prodigal but it is stressful when a flight is canceled, and I did what I thought was correct. but again SW thank youIt did cost me 1 nights stay in a hotel as Southwest does not pay for a room if weather related but that was minimal compared to the 747.00 flight.So despite the 1st.call, I STILL give SW a 5 STAR rating.! For knowing we are all human.",flight canceled due weather denver milwaukee made mistake booked flight told call customer service id get money back next day called iflyswa told representative situation timesshe replied times dont refund flights already taken thinking rough day hung immediately called got rep listened situation put hold ask came back said understands issue opened claim report sw would research situationyeah within days received call would receive full refund weeks later received money flight booked unwittingly kudos southwest understanding refunding money know didnt follow prodigal stressful flight canceled thought correct sw thank youit cost nights stay hotel southwest pay room weather related minimal compared flightso despite stcall still give sw star rating knowing human,positive
I used to fly SW Airlines almost exclusively and continuously promoted it.  In the past year it has gone completely down the tubes.  I fly to ABQ from DEN at least once every 3 weeks on business.  Now I am on United first class.  I can afford it and it is well worth the not great fare difference.  SW has been over 1 hour late on the return flight over 4 times in a row.  The gate agents have now become terribly rude and inconsiderate.  I have 80k points on my SW Rapid Rewards account and I am just going to give them away rather than endure the torture and inconvenience.,used fly sw airlines almost exclusively continuously promoted past year gone completely tubes fly abq den least every weeks business united first class afford well worth great fare difference sw hour late return flight times row gate agents become terribly rude inconsiderate k points sw rapid rewards account going give away rather endure torture inconvenience,positive
BUYER BEWARE! Early check in fees are non-refundable. I learned the hard way and thank goodness it was only $25. Everyone should know this before adding the early check-in. Very customer unfriendly!,buyer beware early check fees nonrefundable learned hard way thank goodness everyone know adding early checkin customer unfriendly,negative
